Randomized_String,Original_String,Hash_Time_Per_Query,Leven_Time_Per_Query
Zur Tyttemctik morphologitcher Pcrcdigmen: Die deuttchen Verben in der Computermorphologie,Zur Systematik morphologischer Paradigmen: Die deutschen Verben in der Computermorphologie,0.07752513885498047,0.051137447357177734
C WCM Extention for Type-Conttrcint Logic Progrcmming: Tpecificction cnd Correctnett Proof,A WAM Extension for Type-Constraint Logic Programming: Specification and Correctness Proof,0.22020244598388672,0.1373600959777832
Doiaia Restrictioa aad Other Kiads of Refereace Set Operatioas ia Seateace aad Discourse Seiaatics.,Domain Restriction and Other Kinds of Reference Set Operations in Sentence and Discourse Semantics.,0.11938786506652832,0.07961916923522949
Uiweltbewertuag iit EXCEPT: Darstelluag aus &ouil;kologischer Sicht,Umweltbewertung mit EXCEPT: Darstellung aus &ouml;kologischer Sicht,0.0075681209564208984,0.0055773258209228516
Lernverfchren zur Vervolltt&cuml;ndigung von Hornklcutelmengen durch inverte Retolution,Lernverfahren zur Vervollst&auml;ndigung von Hornklauselmengen durch inverse Resolution,0.03499913215637207,0.020812511444091797
Ain Baispial zur wissansbasiarsan Produksionsplanung mis PROSOS-L.,Ein Beispiel zur wissensbasierten Produktionsplanung mit PROTOS-L.,0.039215087890625,0.029369831085205078
"Zum Bagriff ""Argumansssruksur"" im Rahman ganarasivar worbildungsshaorasischar Ans&auml;sza","Zum Begriff ""Argumentstruktur"" im Rahmen generativer worbildungstheoretischer Ans&auml;tze",0.009037971496582031,0.006094455718994141
Ttcndcrdt f&uuml;r dct Progrcmmieren in Prolog f&uuml;r LILOG Vertion 2.0,"Standards f&uuml;r das Programmieren in Prolog f&uuml;r LILOG, Version 2.0",0.07319760322570801,0.048783302307128906
Sha Sarm Rasriaval Abssracs Machina,The Term Retrieval Abstract Machine,0.012778282165527344,0.010151863098144531
Synsaksischa Analysavorschl&auml;ga zur Bahandlung von lokalan Pr&auml;fixvarban in ainam Syssam f&uuml;r dia Ganariarung von Wagbaschraibungan,Syntaktische Analysevorschl&auml;ge zur Behandlung von lokalen Pr&auml;fixverben in einem System f&uuml;r die Generierung von Wegbeschreibungen,0.04439425468444824,0.02071690559387207
Faasura Conssrains Logics for Unificasion Grammars,Feature Constraint Logics for Unification Grammars,0.0638120174407959,0.03955411911010742
Ain Sransaksionskonzaps f&uuml;r LILOG,Ein Transaktionskonzept f&uuml;r LILOG,0.022481918334960938,0.01202249526977539
Disjuactive Uaificatioa,Disjunctive Unification,0.0011358261108398438,0.000789642333984375
Ereigaisse uad Repr&auil;seatatioaea,Ereignisse und Repr&auml;sentationen,0.00984048843383789,0.00745391845703125
On the Role of Rectoning cbout Chcnge in the Projection of Pretuppotitiont,On the Role of Reasoning about Change in the Projection of Presuppositions,0.14997196197509766,0.10163760185241699
A Logical Operatioaal Seiaatics of Full Prolog Part II: Built-ia Predicates for Database Iaaipulatioas,A Logical Operational Semantics of Full Prolog Part II: Built-in Predicates for Database Manipulations,0.22244691848754883,0.1381533145904541
A Briaf Ovarlook of LILOG-DB,A Brief Overlook of LILOG-DB,0.013167381286621094,0.010063648223876953
Leistuagsaaalyse des Dateabaaksysteis LILOG-DB,Leistungsanalyse des Datenbanksystems LILOG-DB,0.011119604110717773,0.00834512710571289
RENDEZVOUT Vertion 1: Cn Experimentcl Englith Lcngucge Query Formulction Tyttem for Cctucl Utert of Relctioncl Dctc Bctet.,RENDEZVOUS Version 1: An Experimental English Language Query Formulation System for Casual Users of Relational Data Bases.,0.16227269172668457,0.09547996520996094
Modclt cnd the Tcope of Negction On the Trectment of Optionclity in HPTG Tome Propertiet of Negction in Germcn.,"Modals and the Scope of Negation, On the Treatment of Optionality in HPSG, Some Properties of Negation in German.",0.1722269058227539,0.10212564468383789
Tcblecu Cclculut for Order Torted Logic,Tableau Calculus for Order Sorted Logic,0.05729985237121582,0.03744792938232422
Parsiagstrategiea f&uuil;r Uaifikatioasgraiiatikea iit ID/LP-Regela,Parsingstrategien f&uuml;r Unifikationsgrammatiken mit ID/LP-Regeln,0.03840994834899902,0.0230100154876709
Sort-Lattice Iaaageieat ia LILOG-DB,Sort-Lattice Management in LILOG-DB,0.00881814956665039,0.003916501998901367
Sorted Feature Teris aad Relatioaal Depeadeacies,Sorted Feature Terms and Relational Dependencies,0.06720376014709473,0.04163193702697754
Reasoaiag for Text Uaderstaadiag - Kaowledge Processiag ia the 1st LILOG-Prototype,Reasoning for Text Understanding - Knowledge Processing in the 1st LILOG-Prototype,0.07987284660339355,0.05521750450134277
Zur Synsax pr&auml;nominalar Alamansa in ainar kasagorialan Unifikasionsgrammasik das Dausschan,Zur Syntax pr&auml;nominaler Elemente in einer kategorialen Unifikationsgrammatik des Deutschen,0.04418492317199707,0.033721923828125
Wissansbasisvarwalsung f&uuml;r LILOG,Wissensbasisverwaltung f&uuml;r LILOG,0.011129617691040039,0.00449061393737793
How to Fit the Laibek Calculus iato the Choisky Hierarchy,How to Fit the Lambek Calculus into the Chomsky Hierarchy,0.09945058822631836,0.04944586753845215
Erweiteruag der Wisseasrepr&auil;seatatioassprache L-LILOG ui Koastrukte zur Spezifikatioa voa Koatrolliaforiatioa,Erweiterung der Wissensrepr&auml;sentationssprache L-LILOG um Konstrukte zur Spezifikation von Kontrollinformation,0.04781460762023926,0.03481769561767578
Ttrctegien zur Pronominclitierung,Strategien zur Pronominalisierung,0.02762317657470703,0.021587610244750977
Iadex Path Leagth Evaluatioa for the Research Storage Systei of Systei R.,Index Path Length Evaluation for the Research Storage System of System R.,0.11638665199279785,0.07576441764831543
"""Der Film &ouml;ded dct Publikum"" - Zum Cufbcu einet mctchinenletbcren W&ouml;rterbucht f&uuml;r deuttche Verben","""Der Film &ouml;ded das Publikum"" - Zum Aufbau eines maschinenlesbaren W&ouml;rterbuchs f&uuml;r deutsche Verben",0.045858144760131836,0.024117469787597656
Oparasionan in arwaisarsan Sypunifikasionsformalisman,Operationen in erweiterten Typunifikationsformalismen,0.06870722770690918,0.047765254974365234
WabS - ain Syssam zur Ganariarung von Wagbaschraibungan,WebS - ein System zur Generierung von Wegbeschreibungen,0.022544384002685547,0.016701459884643555
Ttctittitche Untertuchungen cn eintprcchigen Zeitungttexten,Statistische Untersuchungen an einsprachigen Zeitungstexten,0.011275529861450195,0.008817434310913086
Internctioncl Workthop on Terminologiccl Logict - Proceedingt,International Workshop on Terminological Logics - Proceedings,0.06674718856811523,0.048204898834228516
LILOG - Liaguistische uad logische Iethodea f&uuil;r das iaschiaelle Verstehea des Deutschea - Projektbeschreibuag,LILOG - Linguistische und logische Methoden f&uuml;r das maschinelle Verstehen des Deutschen - Projektbeschreibung,0.03635120391845703,0.021010398864746094
Mcthemcticcl Logic cnd Crtificicl Intelligence,Intelligence Quotient and Intelligence Grade of Artificial Intelligence.,0.10547757148742676,0.04311800003051758
Synsaksischa Markmala dausscha Subssansiva,Jischa M.: Ingenieurwissenschaften (Engineering Sciences).,0.012196063995361328,0.009395122528076172
Die Behcndlung von mehrdeutigen Verben in der Mctchinellen &Uuml;bertetzung,Die Behandlung von mehrdeutigen Verben in der Maschinellen &Uuml;bersetzung,0.04545092582702637,0.03272390365600586
Unsarsuchung zur varsailsan Produksionsplanung mis Mashodan dar logischan Programmiarung,Untersuchung zur verteilten Produktionsplanung mit Methoden der logischen Programmierung,0.0836639404296875,0.053475379943847656
Ttepwite Toftwcre Development with Clgebrcic Tpecificctiont,Stepwise Software Development with Algebraic Specifications,0.05987429618835449,0.03750348091125488
Sypas Modulas and Dasabasas in sha Logic Programming Languaga PROSOS-L,An Object-Oriented Programming Language Based on the Parallel Logic Programming Language KL1.,0.16638898849487305,0.09949803352355957
The Kaowledge Represeatatioa Laaguage L<sub>LILOG</sub>,Verarbeitung von L<sub>LILOG</sub> - Theorie und Praxis oder Was kann man noch besser machen bei der Verarbeitung von L<sub>LILOG</sub>?,0.07382726669311523,0.04817700386047363
Aina Prolog-Shaoria f&uuml;r zaislicha Baziahungan zwischan Araignissan,Eine Prolog-Theorie f&uuml;r zeitliche Beziehungen zwischen Ereignissen,0.018120765686035156,0.008729934692382812
The Stuttgart Type Uaificatioa Forialisi - User Iaaual,The Stuttgart Type Unification Formalism - User Manual,0.047081708908081055,0.03400111198425293
Lokale Verbea uad Pr&auil;positioaea: Seiaatische uad koazeptuelle Verarbeituag ia LEU II,Lokale Verben und Pr&auml;positionen: Semantische und konzeptuelle Verarbeitung in LEU II,0.008753776550292969,0.004972696304321289
ILFA Iaterface Coacept,An Interface Model for Evaluating Task-Interface Congruity.,0.03184223175048828,0.01875591278076172
Sransacsions and Consissancy in Dissribusad Dasabasa Syssams.,Transactions and Consistency in Distributed Database Systems.,0.08905911445617676,0.06423091888427734
Knowledge Repretentction in LILOG,Knowledge Representation in LILOG,0.05525779724121094,0.03357267379760742
A Logical Oparasional Samansics of Full Prolog Pars III: Buils-in Pradicasas for Filas Sarms Arishmasic and Inpus-Ouspus,"A Logical Operational Semantics of Full Prolog Part III: Built-in Predicates for Files, Terms, Arithmetic and Input-Output",0.15607094764709473,0.11186790466308594
Uting Knowledge-Bcted Methodt to Cdminittrcte cn Cccett Control Tyttem,Using Knowledge-Based Methods to Administrate an Access Control System,0.0635223388671875,0.04762625694274902
Zur Verarbeituag voa Lokalisieruagsausdr&uuil;ckea ia eiaei hybridea Systei,Zur Verarbeitung von Lokalisierungsausdr&uuml;cken in einem hybriden System,0.014884471893310547,0.006983518600463867
Iategratioa voa Coastraiats ia die L<sub>LILOG</sub> Sorteabeschreibuagssprache,Integration von Constraints in die L<sub>LILOG</sub> Sortenbeschreibungssprache,0.02742457389831543,0.015775680541992188
Mentcle Bilder und Wegbedeutungen,Mentale Bilder und Wegbedeutungen,0.008992195129394531,0.007249593734741211
Pluralbahandlung in nas&uuml;rlichsprachlichan Wissansvarabaisungssyssaman,Pluralbehandlung in nat&uuml;rlichsprachlichen Wissensverabeitungssystemen,0.013864994049072266,0.008712053298950195
Cn Order-Torted Logic for Knowledge Repretentction Tyttemt,An Order-Sorted Logic for Knowledge Representation Systems,0.1231069564819336,0.07478880882263184
Iacreieatal Vocabulary Exteasioas ia Text Uaderstaadiag Systeis,Incremental Vocabulary Extensions in Text Understanding Systems,0.04699206352233887,0.03028583526611328
